level,question,all_answers,dummy_pool,sentence,translation,exam_info
Essential (601-1200),intense,強烈な、激しい,"穏やかな, 最初の, 楽観的な",intense heat.,強烈な暑さ。,共通テスト
Essential (601-1200),alcoholic,アルコールの,"ノンアルコールの, 免疫の, 柔軟な",alcoholic drinks.,アルコール飲料。,共通テスト
Essential (601-1200),manual,手を使う、手動の,"自動の, 言語の, 感謝している",manual labor.,肉体労働（手を使う労働）。,共通テスト
Essential (601-1200),cruel,残酷な,"優しい, 重大な, 生き生きとした",a cruel fate.,残酷な運命。,共通テスト
Essential (601-1200),rational,理性的な,"感情的な, 言葉による, 圧倒的な",a rational decision.,理性的な決定。,共通テスト
Essential (601-1200),initial,最初の,"最後の, 楽観的な, 豊富な",the initial stage.,最初の段階。,共通テスト
Essential (601-1200),immune,免疫の、免除された,"感染しやすい, 柔軟な, 利己的な",the immune system.,免疫システム。,共通テスト
Essential (601-1200),linguistic,言語の、言語学の,"身体の, 感謝している, みにくい",linguistic skills.,言語能力。,共通テスト
Essential (601-1200),crucial,重大な、決定的な,"些細な, 生き生きとした, 人種の",a crucial point.,重大な点。,共通テスト
Essential (601-1200),verbal,言葉による,"非言語の, 圧倒的な, 有名な",verbal communication.,言葉によるコミュニケーション。,共通テスト
Essential (601-1200),optimistic,楽観的な,"悲観的な, 豊富な, 物議を呼ぶ",be optimistic about...,～について楽観的だ。,共通テスト
Essential (601-1200),flexible,柔軟な,"頑固な, 利己的な, 連邦の",a flexible schedule.,柔軟な予定。,共通テスト
Essential (601-1200),grateful,感謝している,"不満な, みにくい, ばかげた",feel grateful for...,～に感謝している。,共通テスト
Essential (601-1200),lively,生き生きとした,"活気のない, 人種の, 架空の",a lively discussion.,生き生きとした（活発な）議論。,共通テスト
Essential (601-1200),overwhelming,圧倒的な,"わずかな, 有名な, 厳しい",overwhelming power.,圧倒的な力。,共通テスト
Essential (601-1200),abundant,豊富な,"乏しい, 物議を呼ぶ, 無作為な",abundant resources.,豊富な資源。,共通テスト
Essential (601-1200),selfish,利己的な,"無私の, 連邦の, 思春期の",a selfish person.,利己的な人。,共通テスト
Essential (601-1200),ugly,みにくい,"美しい, ばかげた, 最新の",an ugly sight.,みにくい光景。,共通テスト
Essential (601-1200),racial,人種の,"宗教の, 架空の, 自由主義の",racial equality.,人種間の平等。,共通テスト
Essential (601-1200),prominent,有名な、卓越した,"無名の, 厳しい, 前の",a prominent scientist.,有名な（卓越した）科学者。,共通テスト
Essential (601-1200),controversial,物議を呼ぶ,"異論のない, 無作為な, 適度な",a controversial issue.,物議を呼ぶ問題。,共通テスト
Essential (601-1200),federal,連邦の,"地方の, 思春期の, 流ちょうな",the federal government.,連邦政府。,共通テスト
Essential (601-1200),ridiculous,ばかげた,"理にかなった, 最新の, 手の込んだ",a ridiculous idea.,ばかげた考え。,共通テスト
Essential (601-1200),imaginary,架空の、想像上の,"実在の, 自由主義の, 信じられない",an imaginary animal.,架空の動物。,共通テスト
Essential (601-1200),harsh,厳しい、残酷な,"優しい, 前の, 根本的な",harsh conditions.,厳しい条件。,共通テスト
Essential (601-1200),random,無作為な、手当たり次第の,"意図的な, 適度な, 酸性の",in random order.,無作為な順序で。,共通テスト
Essential (601-1200),adolescent,思春期の、若者の,"成人の, 流ちょうな, 耳が不自由な",an adolescent boy.,思春期の少年。,共通テスト
Essential (601-1200),up-to-date,最新の,"時代遅れの, 手の込んだ, 中世の",up-to-date news.,最新のニュース。,共通テスト
Essential (601-1200),liberal,自由主義の、寛大な,"保守的な, 信じられない, 生態の",a liberal education.,教養（自由主義的）教育。,共通テスト
Essential (601-1200),prior,前の、優先的な,"後の, 根本的な, 少しの",prior experience.,前の（事前の）経験。,共通テスト
Essential (601-1200),moderate,適度な、控えめな,"極端な, 酸性の, 無知な",moderate exercise.,適度な運動。,共通テスト
Essential (601-1200),fluent,流ちょうな,"たどたどしい, 耳が不自由な, 認知の",fluent in English.,英語が流ちょうな。,共通テスト
Essential (601-1200),elaborate,手の込んだ、精巧な,"単純な, 中世の, 絶対に",an elaborate plan.,手の込んだ計画。,共通テスト
Essential (601-1200),incredible,信じられない,"ありそうな, 生態の, ほとんど",an incredible story.,信じられない話。,共通テスト
Essential (601-1200),radical,根本的な、過激な,"表面的な, 少しの, 多少",a radical change.,根本的な変化。,共通テスト
Essential (601-1200),acid,酸性の,"アルカリ性の, 無知な, 単に",acid rain.,酸性雨。,共通テスト
Essential (601-1200),deaf,耳が不自由な,"目が不自由な, 認知の, 文字通り",a deaf person.,耳が不自由な人。,共通テスト
Essential (601-1200),medieval,中世の,"現代の, 絶対に, 一見",medieval history.,中世の歴史。,共通テスト
Essential (601-1200),ecological,生態の、環境保護の,"非環境的な, ほとんど, 関係なく",ecological systems.,生態系。,共通テスト
Essential (601-1200),slight,少しの、わずかな,"かなりの, 多少, 徹底的に",a slight cold.,少しの（軽い）風邪。,共通テスト
Essential (601-1200),ignorant,無知な,"知っている, 単に, 従う",be ignorant of facts.,事実を知らない（無知だ）。,共通テスト
Essential (601-1200),cognitive,認知の,"身体の, 文字通り, 辞職する",cognitive science.,認知科学。,共通テスト
Essential (601-1200),absolutely,絶対に,"おそらく, 一見, ほとんど",absolutely right.,絶対に正しい。,共通テスト
Essential (601-1200),virtually,ほとんど、実質的に,"全く～ない, 関係なく, 限定する",virtually impossible.,ほとんど不可能だ。,共通テスト
Essential (601-1200),somewhat,多少、いくぶん,"全く, 徹底的に, 組み立てる",somewhat better.,いくぶん（多少）マシだ。,共通テスト
Essential (601-1200),merely,単に、～にすぎない,"特に, 服従する, ささげる",merely a joke.,単なる冗談。,共通テスト
Essential (601-1200),literally,文字通り,"比喩的に, 誘惑する, 主張する",literally true.,文字通り本当だ。,共通テスト
Essential (601-1200),seemingly,一見、見たところ,"実際は, 辞職する, 繁栄する",seemingly easy.,一見簡単そうな。,共通テスト
Essential (601-1200),regardless,関係なく,"考慮して, 従う, 引き起こす",regardless of age.,年齢に関係なく。,共通テスト
Essential (601-1200),thoroughly,徹底的に,"適当に, 限定する, 忘れる",clean thoroughly.,徹底的に掃除する。,共通テスト
Advanced (1201-1700),submit,提出する、服従する,"組み立てる, 命じる, 拒否する",submit a report.,レポートを提出する。,共通テスト
Advanced (1201-1700),tempt,誘惑する、～する気にさせる,"ささげる, 利用する, 遠ざける",be tempted to buy.,買いたい誘惑にかられる。,上智大
Advanced (1201-1700),resign,辞職する、辞める,"主張する, 降伏する, 採用する",resign as mayor.,市長を辞職する。,共通テスト
Advanced (1201-1700),conform,従う、一致する,"繁栄する, 再生する, 反抗する",conform to rules.,規則に従う。,立教大
Advanced (1201-1700),confine,限定する、閉じ込める,"引き起こす, 認める, 解放する",be confined to bed.,寝たきりになる（ベッドに限定される）。,慶應義塾大
Advanced (1201-1700),assemble,組み立てる、集まる,"命じる, ふくらむ, 分解する",assemble furniture.,家具を組み立てる。,共通テスト
Advanced (1201-1700),dedicate,ささげる,"利用する, 落とす, 無駄にする",dedicate life to art.,芸術に人生をささげる。,共通テスト
Advanced (1201-1700),advocate,主張する、支持する,"降伏する, 曲がる, 反対する",advocate peace.,平和を主張する。,早稲田大
Advanced (1201-1700),thrive,繁栄する,"再生する, 引き合いに出す, 衰退する",thrive on stress.,ストレスを糧に（元気に）やっていく。,青山学院大
Advanced (1201-1700),provoke,引き起こす、怒らせる,"認める, 消化する, 鎮める",provoke a reaction.,反応を引き起こす。,法政大
Advanced (1201-1700),dictate,命じる、要求する,"ふくらむ, とばす, 従う",dictate terms.,条件を命じる。,共通テスト
Advanced (1201-1700),exploit,利用する、開発する,"落とす, 縛る, 保護する",exploit resources.,資源を開発する。,共通テスト
Advanced (1201-1700),surrender,降伏する、引き渡す,"曲がる, 溶解する, 抵抗する",surrender to the enemy.,敵に降伏する。,共通テスト
Advanced (1201-1700),reproduce,再生する、繁殖する,"引き合いに出す, 実行する, 絶滅する",reproduce cells.,細胞を再生する。,共通テスト
Advanced (1201-1700),acknowledge,認める,"消化する, 操縦する, 否定する",acknowledge a mistake.,間違いを認める。,慶應義塾大
Advanced (1201-1700),swell,ふくらむ、増大する,"とばす, 祝福する, 縮む",The population swells.,人口が増大する（ふくらむ）。,共通テスト
Advanced (1201-1700),shed,（涙などを）流す、落とす,"縛る, 指定する, 吸い込む",shed tears.,涙を流す。,共通テスト
Advanced (1201-1700),wind,曲がる、巻く,"溶解する, 破る, 直進する",a winding road.,曲がりくねった道。,共通テスト
Advanced (1201-1700),cite,引き合いに出す、引用する,"実行する, 推定する, 無視する",cite an example.,例を引き合いに出す。,中央大
Advanced (1201-1700),digest,消化する,"操縦する, 入れる, 排出する",digest food.,食べ物を消化する。,共通テスト
Advanced (1201-1700),skip,とばす、抜かす,"祝福する, 重なる, 参加する",skip breakfast.,朝食を抜く。,共通テスト
Advanced (1201-1700),bind,縛る、束縛する,"指定する, 施行する, 解放する",be binding on all.,全員を拘束する（縛る）。,共通テスト
Advanced (1201-1700),dissolve,溶解する、解散する,"破る, 追い出す, 固める",dissolve sugar.,砂糖を溶かす。,共通テスト
Advanced (1201-1700),implement,実行する,"推定する, 縮む, 中止する",implement a policy.,政策を実行する。,慶應義塾大
Advanced (1201-1700),steer,操縦する、導く,"入れる, 裏切る, 迷わせる",steer a car.,車を操縦する。,共通テスト
Advanced (1201-1700),congratulate,祝福する,"重なる, 構成する, けなす",congratulate him.,彼を祝福する。,共通テスト
Advanced (1201-1700),designate,指定する,"施行する, ふける, 除外する",designate a site.,跡地を指定する。,共通テスト
Advanced (1201-1700),violate,破る、違反する,"追い出す, 入り込む, 守る",violate the law.,法律に違反する。,共通テスト
Advanced (1201-1700),presume,推定する、思う,"縮む, 壊滅させる, 確信する",presume innocence.,無罪と推定する。,共通テスト
Advanced (1201-1700),recruit,（新人を）入れる、採用する,"裏切る, 突っ込む, 解雇する",recruit new staff.,新人を採用する。,共通テスト
Advanced (1201-1700),coincide,同時に起きる、重なる,"構成する, はね返る, 逸れる",coincide with...,～と同時に起きる。,立教大
Advanced (1201-1700),enforce,施行する、強いる,"ふける, 矛盾する, 廃止する",enforce a law.,法律を施行する。,共通テスト
